document_id,employee_id,document_type,document_status,received_date,effective_date,expiration_date,last_updated_date
DOC-00919,EMP-0431,Offer Letter,Complete,,2019-04-21,,2024-12-02
DOC-00920,EMP-0431,I-9,Complete,2019-04-21,2019-04-21,,2024-06-04
DOC-00921,EMP-0432,Offer Letter,Complete,2016-09-02,2016-09-05,,2019-01-27
DOC-00922,EMP-0432,I-9,Complete,2016-09-05,2016-09-05,,2020-08-21
DOC-00923,EMP-0432,Offboarding Form,Complete,2017-03-22,2017-03-22,,2026-08-29
DOC-00924,EMP-0433,Offer Letter,Complete,2019-10-17,2019-10-21,,2023-09-06
DOC-00925,EMP-0433,I-9,Complete,2019-10-23,2019-10-21,,2025-01-29
DOC-00926,EMP-0434,Offer Letter,Complete,2018-04-16,2018-04-24,,2022-01-21
DOC-00927,EMP-0434,I-9,Complete,2018-04-25,2018-04-24,,2024-05-31
DOC-00928,EMP-0434,Offboarding Form,Complete,2022-01-03,2022-01-03,,2026-08-29
DOC-00929,EMP-0435,Offer Letter,Complete,2024-11-24,2024-12-03,,2026-03-27
DOC-00930,EMP-0435,I-9,Complete,2024-12-04,2024-12-03,,2025-11-02
DOC-00931,EMP-0436,Offer Letter,Complete,2020-03-27,2020-03-31,,2024-06-02
DOC-00932,EMP-0436,I-9,Complete,2020-03-31,2020-03-31,,2022-01-07
DOC-00933,EMP-0437,Offer Letter,Complete,2023-09-29,2023-10-08,,2025-12-26
DOC-00934,EMP-0437,I-9,Complete,2023-10-11,2023-10-08,,2024-06-10
DOC-00935,EMP-0438,Offer Letter,Complete,2017-09-25,2017-10-02,,2025-07-09
DOC-00936,EMP-0438,I-9,Complete,2017-10-05,2017-10-02,,2020-08-22
DOC-00937,EMP-0439,Offer Letter,Complete,2023-04-08,2023-04-11,,2026-03-14
DOC-00938,EMP-0439,I-9,Complete,2023-04-13,2023-04-11,,2024-03-03
DOC-00939,EMP-0440,Offer Letter,Complete,2020-07-06,2020-07-11,,2026-01-06
DOC-00940,EMP-0440,I-9,Complete,2020-07-12,2020-07-11,,2024-01-20
DOC-00941,EMP-0441,Offer Letter,Complete,2016-07-06,2016-07-12,,2020-07-03
DOC-00942,EMP-0441,I-9,Complete,2016-07-12,2016-07-12,,2023-10-06
DOC-00943,EMP-0442,Offer Letter,Complete,2025-09-04,2025-09-12,,2026-06-30
DOC-00944,EMP-0442,I-9,Complete,2025-09-12,2025-09-12,,2026-07-11
DOC-00945,EMP-0442,Offboarding Form,Complete,2025-11-18,2025-11-18,,2026-08-29
DOC-00946,EMP-0443,Offer Letter,Complete,2023-06-21,2023-06-21,,2024-07-13
DOC-00947,EMP-0443,I-9,Complete,2023-06-24,2023-06-21,,2026-02-09
DOC-00948,EMP-0444,Offer Letter,Complete,2020-10-11,2020-10-17,,2024-02-10
DOC-00949,EMP-0444,I-9,Complete,2020-10-19,2020-10-17,,2023-07-18
DOC-00950,EMP-0445,Offer Letter,Complete,2021-10-30,2021-10-30,,2023-02-23
DOC-00951,EMP-0445,I-9,Complete,2021-11-02,2021-10-30,,2023-03-15
DOC-00952,EMP-0446,Offer Letter,Complete,2016-02-16,2016-02-25,,2021-06-12
DOC-00953,EMP-0446,I-9,Complete,2016-02-25,2016-02-25,,2021-01-12
DOC-00954,EMP-0447,Offer Letter,Complete,2017-11-26,2017-11-27,,2019-06-19
DOC-00955,EMP-0447,I-9,Complete,2017-11-28,2017-11-27,,2019-11-23
DOC-00956,EMP-0448,Offer Letter,Complete,2017-08-23,2017-08-28,,2020-02-27
DOC-00957,EMP-0448,I-9,Complete,2017-08-30,2017-08-28,,2018-04-08
DOC-00958,EMP-0449,Offer Letter,Complete,2017-07-19,2017-07-28,,2023-06-21
DOC-00959,EMP-0449,I-9,Complete,2017-07-29,2017-07-28,,2020-09-02
DOC-00960,EMP-0450,Offer Letter,Complete,2022-04-15,2022-04-15,,2025-12-08
DOC-00961,EMP-0450,I-9,Complete,2022-04-18,2022-04-15,,2024-08-21
DOC-00962,EMP-0451,Offer Letter,Complete,2023-02-27,2023-03-01,,2023-04-30
DOC-00963,EMP-0451,I-9,Complete,2023-03-01,2023-03-01,,2025-12-15
DOC-00964,EMP-0452,Offer Letter,Complete,2016-01-05,2016-01-10,,2025-02-08
DOC-00965,EMP-0452,I-9,Complete,2016-01-11,2016-01-10,,2025-09-30
DOC-00966,EMP-0452,Offboarding Form,Complete,2021-09-20,2021-09-20,,2026-08-29
DOC-00967,EMP-0453,Offer Letter,Complete,2024-10-27,2024-10-27,,2026-02-12
DOC-00968,EMP-0453,I-9,Complete,2024-10-30,2024-10-27,,2025-02-16
DOC-00969,EMP-0453,Offboarding Form,Complete,2026-08-25,2026-08-25,,2026-08-29
DOC-00970,EMP-0454,Offer Letter,Complete,2022-12-26,2022-12-31,,2025-02-02
DOC-00971,EMP-0454,I-9,Complete,2023-01-01,2022-12-31,,2023-01-10
DOC-00972,EMP-0455,Offer Letter,Complete,2020-02-07,2020-02-11,,2024-02-26
DOC-00973,EMP-0455,I-9,Complete,2020-02-11,2020-02-11,,2022-12-14
DOC-00974,EMP-0456,Offer Letter,Complete,2025-03-20,2025-03-25,,2026-04-03
DOC-00975,EMP-0456,I-9,Complete,2025-03-26,2025-03-25,,2025-09-03
DOC-00976,EMP-0457,Offer Letter,Complete,2017-01-27,2017-01-28,,2021-10-22
DOC-00977,EMP-0457,I-9,Complete,2017-01-29,2017-01-28,,2018-10-12
DOC-00978,EMP-0457,Offboarding Form,Complete,2019-09-12,2019-09-12,,2026-08-29
DOC-00979,EMP-0458,Offer Letter,Complete,2022-06-20,2022-06-21,,2023-10-11
DOC-00980,EMP-0458,I-9,Complete,2022-06-23,2022-06-21,,2026-05-27
DOC-00981,EMP-0459,Offer Letter,Complete,2016-07-15,2016-07-20,,2019-04-28
DOC-00982,EMP-0459,I-9,Complete,2016-07-21,2016-07-20,,2017-05-30
DOC-00983,EMP-0459,Offboarding Form,Complete,2017-12-15,2017-12-15,,2026-08-29
DOC-00984,EMP-0460,Offer Letter,Complete,2017-11-25,2017-12-01,,2025-09-15
DOC-00985,EMP-0460,I-9,Complete,2017-12-04,2017-12-01,,2020-11-04
DOC-00986,EMP-0461,Offer Letter,Complete,2017-11-20,2017-11-22,,2018-04-14
DOC-00987,EMP-0461,I-9,Complete,2017-11-24,2017-11-22,,2019-07-15
DOC-00988,EMP-0462,Offer Letter,Complete,2026-06-08,2026-06-18,,2026-07-29
DOC-00989,EMP-0462,I-9,Complete,2026-06-21,2026-06-18,,2026-08-01
DOC-00990,EMP-0463,Offer Letter,Complete,2026-01-20,2026-01-30,,2026-08-24
DOC-00991,EMP-0463,I-9,Complete,2026-01-30,2026-01-30,,2026-08-06
DOC-00992,EMP-0464,Offer Letter,Complete,2023-03-18,2023-03-25,,2023-09-27
DOC-00993,EMP-0464,I-9,Complete,2023-03-25,2023-03-25,,2025-11-11
DOC-00994,EMP-0465,Offer Letter,Complete,2019-10-03,2019-10-07,,2026-03-17
DOC-00995,EMP-0465,I-9,Complete,2019-10-08,2019-10-07,,2026-02-06
DOC-00996,EMP-0466,Offer Letter,Complete,2023-02-12,2023-02-19,,2024-09-03
DOC-00997,EMP-0466,I-9,Complete,2023-02-19,2023-02-19,,2024-02-14
DOC-00998,EMP-0467,Offer Letter,Complete,2018-04-06,2018-04-11,,2020-05-04
DOC-00999,EMP-0467,I-9,Complete,2018-04-14,2018-04-11,,2021-03-29
DOC-01000,EMP-0468,Offer Letter,Complete,2017-06-02,2017-06-11,,2024-01-27
DOC-01001,EMP-0468,I-9,Complete,2017-06-13,2017-06-11,,2025-05-30
DOC-01002,EMP-0468,Offboarding Form,Complete,2022-04-23,2022-04-23,,2026-08-29
DOC-01003,EMP-0469,Offer Letter,Complete,2025-03-08,2025-03-16,,2026-04-18
DOC-01004,EMP-0469,I-9,Complete,2025-03-18,2025-03-16,,2026-07-26
DOC-01005,EMP-0469,Offboarding Form,Complete,2026-05-09,2026-05-09,,2026-08-29
DOC-01006,EMP-0470,Offer Letter,Complete,2020-07-15,2020-07-18,,2025-07-07
DOC-01007,EMP-0470,I-9,Complete,2020-07-21,2020-07-18,,2022-12-05
DOC-01008,EMP-0471,Offer Letter,Complete,2026-01-05,2026-01-08,,2026-06-16
DOC-01009,EMP-0471,I-9,Complete,2026-01-08,2026-01-08,,2026-05-26
DOC-01010,EMP-0472,Offer Letter,Complete,2022-12-16,2022-12-21,,2024-11-13
DOC-01011,EMP-0472,I-9,Complete,2022-12-22,2022-12-21,,2024-07-10
DOC-01012,EMP-0473,Offer Letter,Complete,2022-04-27,2022-05-04,,2025-04-13
DOC-01013,EMP-0473,I-9,Complete,2022-05-05,2022-05-04,,2024-08-31
DOC-01014,EMP-0474,Offer Letter,Complete,2017-01-27,2017-02-02,,2022-01-26
DOC-01015,EMP-0474,I-9,Complete,2017-02-03,2017-02-02,,2026-07-24
DOC-01016,EMP-0475,Offer Letter,Complete,2022-06-08,2022-06-10,,2026-07-26
DOC-01017,EMP-0475,I-9,Complete,2022-06-10,2022-06-10,,2025-01-13
DOC-01018,EMP-0476,Offer Letter,Complete,2016-07-05,2016-07-10,,2025-10-25
DOC-01019,EMP-0476,I-9,Complete,2016-07-10,2016-07-10,,2020-11-29
DOC-01020,EMP-0477,Offer Letter,Complete,2025-04-07,2025-04-17,,2025-04-24
DOC-01021,EMP-0477,I-9,Complete,2025-04-20,2025-04-17,,2025-09-23
DOC-01022,EMP-0478,Offer Letter,Complete,2022-05-05,2022-05-15,,2023-03-02
DOC-01023,EMP-0478,I-9,Complete,2022-05-15,2022-05-15,,2024-03-21
DOC-01024,EMP-0479,Offer Letter,Complete,2025-11-14,2025-11-14,,2026-01-03
DOC-01025,EMP-0479,I-9,Complete,2025-11-17,2025-11-14,,2026-02-26
DOC-01026,EMP-0480,Offer Letter,Complete,2023-12-31,2024-01-09,,2024-01-20
DOC-01027,EMP-0480,I-9,Complete,2024-01-09,2024-01-09,,2026-01-04
DOC-01028,EMP-0481,Offer Letter,Complete,2022-06-10,2022-06-14,,2025-12-20
DOC-01029,EMP-0481,I-9,Complete,2022-06-14,2022-06-14,,2025-09-12
DOC-01030,EMP-0482,Offer Letter,Complete,2021-11-05,2021-11-06,,2021-12-18
DOC-01031,EMP-0482,I-9,Complete,2021-11-06,2021-11-06,,2023-08-03
DOC-01032,EMP-0483,Offer Letter,Complete,2019-11-07,2019-11-16,,2025-12-23
DOC-01033,EMP-0483,I-9,Complete,2019-11-17,2019-11-16,,2022-06-15
DOC-01034,EMP-0484,Offer Letter,Complete,2025-07-09,2025-07-15,,2025-08-19
DOC-01035,EMP-0484,I-9,Complete,2025-07-18,2025-07-15,,2025-11-18
DOC-01036,EMP-0485,Offer Letter,Complete,2023-07-20,2023-07-28,,2025-07-16
DOC-01037,EMP-0485,I-9,Complete,2023-07-30,2023-07-28,,2026-06-04
DOC-01038,EMP-0486,Offer Letter,Complete,2024-09-06,2024-09-06,,2024-10-24
DOC-01039,EMP-0486,I-9,Complete,2024-09-06,2024-09-06,,2026-06-06
DOC-01040,EMP-0487,Offer Letter,Complete,2016-11-25,2016-12-01,,2017-12-12
DOC-01041,EMP-0487,I-9,Complete,2016-12-04,2016-12-01,,2024-11-27
DOC-01042,EMP-0487,Offboarding Form,Complete,2019-09-12,2019-09-12,,2026-08-29
DOC-01043,EMP-0488,Offer Letter,Complete,2018-08-29,2018-09-05,,2025-12-03
DOC-01044,EMP-0488,I-9,Complete,2018-09-05,2018-09-05,,2025-04-28
DOC-01045,EMP-0489,Offer Letter,Complete,2023-10-16,2023-10-23,,2025-11-18
DOC-01046,EMP-0489,I-9,Complete,2023-10-25,2023-10-23,,2024-02-25
DOC-01047,EMP-0489,Offboarding Form,Complete,2025-12-11,2025-12-11,,2026-08-29
DOC-01048,EMP-0490,Offer Letter,Complete,2017-08-18,2017-08-28,,2025-03-30
DOC-01049,EMP-0490,I-9,Complete,2017-08-31,2017-08-28,,2018-04-05
DOC-01050,EMP-0491,Offer Letter,Complete,2026-04-14,2026-04-17,,2026-06-14
DOC-01051,EMP-0491,I-9,Complete,2026-04-17,2026-04-17,,2026-08-27
DOC-01052,EMP-0492,Offer Letter,Complete,2026-04-28,2026-05-02,,2026-07-08
DOC-01053,EMP-0492,I-9,Complete,2026-05-03,2026-05-02,,2026-08-07
DOC-01054,EMP-0493,Offer Letter,Complete,2023-11-07,2023-11-14,,2026-06-09
DOC-01055,EMP-0493,I-9,Complete,2023-11-14,2023-11-14,,2024-12-18
DOC-01056,EMP-0493,Offboarding Form,Complete,2024-06-26,2024-06-26,,2026-08-29
DOC-01057,EMP-0494,Offer Letter,Complete,2020-05-14,2020-05-22,,2022-11-26
DOC-01058,EMP-0494,I-9,Complete,2020-05-24,2020-05-22,,2023-04-24
DOC-01059,EMP-0494,Offboarding Form,Complete,2026-07-15,2026-07-15,,2026-08-29
DOC-01060,EMP-0495,Offer Letter,Complete,2018-07-03,2018-07-04,,2021-01-27
DOC-01061,EMP-0495,I-9,Complete,2018-07-06,2018-07-04,,2024-10-13
DOC-01062,EMP-0496,Offer Letter,Complete,2021-04-05,2021-04-10,,2026-07-31
DOC-01063,EMP-0496,I-9,Complete,2021-04-13,2021-04-10,,2024-08-19
DOC-01064,EMP-0497,Offer Letter,Complete,2017-04-14,2017-04-19,,2025-09-18
DOC-01065,EMP-0497,I-9,Complete,2017-04-21,2017-04-19,,2026-08-05
DOC-01066,EMP-0498,Offer Letter,Complete,2018-10-11,2018-10-12,,2025-01-17
DOC-01067,EMP-0498,I-9,Complete,2018-10-15,2018-10-12,,2023-04-21
DOC-01068,EMP-0499,Offer Letter,Complete,2025-10-19,2025-10-28,,2025-11-20
DOC-01069,EMP-0499,I-9,Complete,2025-10-28,2025-10-28,,2026-07-03
DOC-01070,EMP-0499,Offboarding Form,Complete,2025-12-21,2025-12-21,,2026-08-29
DOC-01071,EMP-0500,Offer Letter,Complete,2016-08-08,2016-08-08,,2022-06-20
DOC-01072,EMP-0500,I-9,Complete,2016-08-10,2016-08-08,,2017-12-19
DOC-01073,EMP-0501,Offer Letter,Complete,2023-07-30,2023-08-04,,2024-01-29
DOC-01074,EMP-0501,I-9,Complete,2023-08-07,2023-08-04,,2023-08-20
DOC-01075,EMP-0502,Offer Letter,Complete,2022-08-02,2022-08-10,,2026-02-17
DOC-01076,EMP-0502,I-9,Complete,2022-08-13,2022-08-10,,2026-04-05
DOC-01077,EMP-0502,Offboarding Form,Complete,2025-07-06,2025-07-06,,2026-08-29
DOC-01078,EMP-0503,Offer Letter,Complete,2025-06-18,2025-06-21,,2025-11-24
DOC-01079,EMP-0503,I-9,Complete,2025-06-23,2025-06-21,,2026-01-21
DOC-01080,EMP-0503,Offboarding Form,Complete,2025-12-07,2025-12-07,,2026-08-29
DOC-01081,EMP-0504,Offer Letter,Complete,2019-08-25,2019-09-03,,2022-01-23
DOC-01082,EMP-0504,I-9,Complete,2019-09-03,2019-09-03,,2026-08-12
DOC-01083,EMP-0505,Offer Letter,Complete,2021-05-20,2021-05-30,,2022-09-27
DOC-01084,EMP-0505,I-9,Complete,2021-06-01,2021-05-30,,2024-11-04
DOC-01085,EMP-0506,Offer Letter,Complete,2017-10-23,2017-11-02,,2019-04-19
DOC-01086,EMP-0506,I-9,Complete,2017-11-05,2017-11-02,,2022-12-29
DOC-01087,EMP-0507,Offer Letter,Complete,2023-10-18,2023-10-18,,2024-04-26
DOC-01088,EMP-0507,I-9,Complete,2023-10-19,2023-10-18,,2024-03-11
DOC-01089,EMP-0508,Offer Letter,Complete,2017-02-26,2017-02-26,,2019-08-20
DOC-01090,EMP-0508,I-9,Complete,2017-02-27,2017-02-26,,2021-07-30
DOC-01091,EMP-0508,Offboarding Form,Complete,2026-03-22,2026-03-22,,2026-08-29
DOC-01092,EMP-0509,Offer Letter,Complete,2018-05-25,2018-06-03,,2022-03-15
DOC-01093,EMP-0509,I-9,Complete,2018-06-06,2018-06-03,,2019-10-21
DOC-01094,EMP-0510,Offer Letter,Complete,2018-01-24,2018-01-30,,2021-08-27
DOC-01095,EMP-0510,I-9,Complete,2018-02-02,2018-01-30,,2018-05-26
DOC-01096,EMP-0511,Offer Letter,Complete,2022-04-06,2022-04-10,,2025-03-06
DOC-01097,EMP-0511,I-9,Complete,2022-04-11,2022-04-10,,2026-03-14
DOC-01098,EMP-0512,Offer Letter,Complete,2018-12-06,2018-12-10,,2020-08-24
DOC-01099,EMP-0512,I-9,Complete,2018-12-10,2018-12-10,,2021-10-25
DOC-01100,EMP-0513,Offer Letter,Complete,2025-08-02,2025-08-03,,2026-05-31
DOC-01101,EMP-0513,I-9,Complete,2025-08-03,2025-08-03,,2026-03-24
DOC-01102,EMP-0514,Offer Letter,Complete,2023-06-08,2023-06-18,,2023-12-13
DOC-01103,EMP-0514,I-9,Complete,2023-06-19,2023-06-18,,2023-07-01
DOC-01104,EMP-0515,Offer Letter,Complete,2020-08-12,2020-08-17,,2026-04-10
DOC-01105,EMP-0515,I-9,Complete,2020-08-18,2020-08-17,,2023-12-09
DOC-01106,EMP-0516,Offer Letter,Complete,2023-01-11,2023-01-12,,2024-05-09
DOC-01107,EMP-0516,I-9,Complete,2023-01-12,2023-01-12,,2024-02-12
DOC-01108,EMP-0517,Offer Letter,Complete,2026-01-21,2026-01-22,,2026-05-05
DOC-01109,EMP-0517,I-9,Complete,2026-01-23,2026-01-22,,2026-06-30
DOC-01110,EMP-0518,Offer Letter,Complete,2019-05-16,2019-05-23,,2022-10-02
DOC-01111,EMP-0518,I-9,Complete,2019-05-23,2019-05-23,,2023-12-28
DOC-01112,EMP-0519,Offer Letter,Complete,2026-04-28,2026-05-01,,2026-05-02
DOC-01113,EMP-0519,I-9,Complete,2026-05-03,2026-05-01,,2026-08-20
DOC-01114,EMP-0520,Offer Letter,Complete,2022-02-08,2022-02-10,,2024-01-15
DOC-01115,EMP-0520,I-9,Complete,2022-02-10,2022-02-10,,2024-01-08
DOC-01116,EMP-0521,Offer Letter,Complete,2018-01-15,2018-01-24,,2024-11-30
DOC-01117,EMP-0521,I-9,Complete,2018-01-27,2018-01-24,,2021-12-28
DOC-01118,EMP-0522,Offer Letter,Complete,2020-05-21,2020-05-21,,2021-10-06
DOC-01119,EMP-0522,I-9,Complete,2020-05-24,2020-05-21,,2020-08-03
DOC-01120,EMP-0523,Offer Letter,Complete,2025-12-25,2026-01-03,,2026-01-26
DOC-01121,EMP-0523,I-9,Complete,2026-01-04,2026-01-03,,2026-01-19
DOC-01122,EMP-0524,Offer Letter,Complete,2023-12-20,2023-12-27,,2026-04-14
DOC-01123,EMP-0524,I-9,Complete,2023-12-27,2023-12-27,,2025-04-26
DOC-01124,EMP-0525,Offer Letter,Complete,2018-03-22,2018-03-30,,2025-05-12
DOC-01125,EMP-0525,I-9,Complete,2018-04-02,2018-03-30,,2021-01-13
DOC-01126,EMP-0526,Offer Letter,Complete,2022-11-13,2022-11-23,,2024-07-10
DOC-01127,EMP-0526,I-9,Complete,2022-11-24,2022-11-23,,2024-07-03
DOC-01128,EMP-0526,Offboarding Form,Complete,2023-03-15,2023-03-15,,2026-08-29
DOC-01129,EMP-0527,Offer Letter,Complete,2024-07-24,2024-07-28,,2025-09-10
DOC-01130,EMP-0527,I-9,Complete,2024-07-31,2024-07-28,,2024-09-30
DOC-01131,EMP-0528,Offer Letter,Complete,2016-07-08,2016-07-10,,2020-06-20
DOC-01132,EMP-0528,I-9,Complete,2016-07-13,2016-07-10,,2020-03-26
DOC-01133,EMP-0529,Offer Letter,Complete,2022-11-23,2022-11-30,,2025-02-07
DOC-01134,EMP-0529,I-9,Complete,2022-12-03,2022-11-30,,2026-06-18
DOC-01135,EMP-0530,Offer Letter,Complete,2020-08-13,2020-08-19,,2024-01-14
DOC-01136,EMP-0530,I-9,Complete,2020-08-22,2020-08-19,,2021-08-27
DOC-01137,EMP-0531,Offer Letter,Complete,2022-01-11,2022-01-19,,2024-05-07
DOC-01138,EMP-0531,I-9,Complete,2022-01-22,2022-01-19,,2023-10-16
DOC-01139,EMP-0531,Offboarding Form,Complete,2023-07-14,2023-07-14,,2026-08-29
DOC-01140,EMP-0532,Offer Letter,Complete,2020-10-27,2020-11-03,,2022-10-29
DOC-01141,EMP-0532,I-9,Complete,2020-11-05,2020-11-03,,2025-12-27
DOC-01142,EMP-0533,Offer Letter,Complete,2024-12-01,2024-12-09,,2025-11-04
DOC-01143,EMP-0533,I-9,Complete,2024-12-10,2024-12-09,,2026-08-02
DOC-01144,EMP-0533,Offboarding Form,Complete,2025-06-13,2025-06-13,,2026-08-29
DOC-01145,EMP-0534,Offer Letter,Complete,2019-12-03,2019-12-10,,2026-05-25
DOC-01146,EMP-0534,I-9,Complete,2019-12-10,2019-12-10,,2020-09-22
DOC-01147,EMP-0535,Offer Letter,Complete,2022-07-02,2022-07-02,,2022-12-01
DOC-01148,EMP-0535,I-9,Complete,2022-07-04,2022-07-02,,2026-07-30
DOC-01149,EMP-0536,Offer Letter,Complete,2020-10-31,2020-11-08,,2024-12-27
DOC-01150,EMP-0536,I-9,Complete,2020-11-09,2020-11-08,,2023-04-20
DOC-01151,EMP-0537,Offer Letter,Complete,2016-01-02,2016-01-08,,2018-06-12
DOC-01152,EMP-0537,I-9,Complete,2016-01-10,2016-01-08,,2023-05-09
DOC-01153,EMP-0538,Offer Letter,Complete,2020-02-16,2020-02-19,,2022-03-14
DOC-01154,EMP-0538,I-9,Complete,2020-02-20,2020-02-19,,2024-12-10
DOC-01155,EMP-0539,Offer Letter,Complete,2021-05-05,2021-05-13,,2022-05-29
DOC-01156,EMP-0539,I-9,Complete,2021-05-14,2021-05-13,,2024-10-10
DOC-01157,EMP-0539,Offboarding Form,Complete,2024-08-26,2024-08-26,,2026-08-29
DOC-01158,EMP-0540,Offer Letter,Complete,2017-07-10,2017-07-13,,2022-10-11
DOC-01159,EMP-0540,I-9,Complete,2017-07-15,2017-07-13,,2023-04-26
DOC-01160,EMP-0541,Offer Letter,Complete,2024-09-19,2024-09-23,,2025-03-02
DOC-01161,EMP-0541,I-9,Complete,2024-09-25,2024-09-23,,2026-06-29
DOC-01162,EMP-0542,Offer Letter,Complete,2025-11-10,2025-11-20,,2026-02-20
DOC-01163,EMP-0542,I-9,Complete,2025-11-23,2025-11-20,,2026-02-01
DOC-01164,EMP-0543,Offer Letter,Complete,2020-06-04,2020-06-05,,2023-11-15
DOC-01165,EMP-0543,I-9,Complete,2020-06-06,2020-06-05,,2023-12-07
DOC-01166,EMP-0544,Offer Letter,Complete,2018-02-25,2018-02-26,,2019-07-18
DOC-01167,EMP-0544,I-9,Complete,2018-02-28,2018-02-26,,2026-02-27
DOC-01168,EMP-0545,Offer Letter,Complete,2018-06-18,2018-06-19,,2022-09-17
DOC-01169,EMP-0545,I-9,Complete,2018-06-22,2018-06-19,,2026-07-12
DOC-01170,EMP-0546,Offer Letter,Complete,2025-03-11,2025-03-13,,2025-06-22
DOC-01171,EMP-0546,I-9,Complete,2025-03-14,2025-03-13,,2025-03-13
DOC-01172,EMP-0547,Offer Letter,Complete,2018-01-24,2018-01-29,,2021-04-04
DOC-01173,EMP-0547,I-9,Complete,2018-01-31,2018-01-29,,2020-12-04
DOC-01174,EMP-0548,Offer Letter,Complete,2025-01-28,2025-01-29,,2026-02-04
DOC-01175,EMP-0548,I-9,Complete,2025-02-01,2025-01-29,,2025-10-05
DOC-01176,EMP-0549,Offer Letter,Complete,2020-03-17,2020-03-17,,2021-05-15
DOC-01177,EMP-0549,I-9,Complete,2020-03-20,2020-03-17,,2023-09-02
DOC-01178,EMP-0550,Offer Letter,Complete,2024-10-16,2024-10-22,,2026-03-23
DOC-01179,EMP-0550,I-9,Complete,2024-10-25,2024-10-22,,2025-09-30
DOC-01180,EMP-0551,Offer Letter,Complete,2020-08-21,2020-08-21,,2021-02-12
DOC-01181,EMP-0551,I-9,Complete,2020-08-24,2020-08-21,,2024-12-07
DOC-01182,EMP-0552,Offer Letter,Complete,2024-09-01,2024-09-01,,2026-01-28
DOC-01183,EMP-0552,I-9,Complete,2024-09-04,2024-09-01,,2026-08-03
DOC-01184,EMP-0553,Offer Letter,Complete,2021-03-05,2021-03-07,,2024-11-01
DOC-01185,EMP-0553,I-9,Complete,2021-03-10,2021-03-07,,2024-11-18
DOC-01186,EMP-0553,Offboarding Form,Complete,2026-08-04,2026-08-04,,2026-08-29
DOC-01187,EMP-0554,Offer Letter,Complete,2021-09-26,2021-10-04,,2026-07-01
DOC-01188,EMP-0554,I-9,Complete,2021-10-05,2021-10-04,,2024-08-22
DOC-01189,EMP-0555,Offer Letter,Complete,2020-11-17,2020-11-24,,2022-06-24
DOC-01190,EMP-0555,I-9,Complete,2020-11-25,2020-11-24,,2025-08-24
DOC-01191,EMP-0556,Offer Letter,Complete,2021-09-05,2021-09-05,,2025-04-23
DOC-01192,EMP-0556,I-9,Complete,2021-09-05,2021-09-05,,2021-11-15
DOC-01193,EMP-0557,Offer Letter,Complete,2018-01-20,2018-01-21,,2025-06-12
DOC-01194,EMP-0557,I-9,Complete,2018-01-24,2018-01-21,,2019-09-01
DOC-01195,EMP-0557,Offboarding Form,Complete,2018-10-24,2018-10-24,,2026-08-29
DOC-01196,EMP-0558,Offer Letter,Complete,2016-10-10,2016-10-10,,2018-12-07
DOC-01197,EMP-0558,I-9,Complete,2016-10-13,2016-10-10,,2017-10-22
DOC-01198,EMP-0559,Offer Letter,Complete,2022-10-20,2022-10-26,,2024-08-17
DOC-01199,EMP-0559,I-9,Complete,2022-10-28,2022-10-26,,2023-02-06
DOC-01200,EMP-0560,Offer Letter,Complete,2025-01-25,2025-01-29,,2026-03-27
DOC-01201,EMP-0560,I-9,Complete,2025-01-29,2025-01-29,,2025-04-19
DOC-01202,EMP-0561,Offer Letter,Complete,2016-05-11,2016-05-16,,2021-05-14
DOC-01203,EMP-0561,I-9,Complete,2016-05-16,2016-05-16,,2022-04-17
DOC-01204,EMP-0562,Offer Letter,Complete,2020-10-01,2020-10-09,,2022-08-12
DOC-01205,EMP-0562,I-9,Complete,2020-10-12,2020-10-09,,2021-06-02
DOC-01206,EMP-0563,Offer Letter,Complete,2017-01-19,2017-01-25,,2026-06-25
DOC-01207,EMP-0563,I-9,Complete,2017-01-25,2017-01-25,,2020-09-11
DOC-01208,EMP-0564,Offer Letter,Complete,2017-11-08,2017-11-14,,2024-01-06
DOC-01209,EMP-0564,I-9,Complete,2017-11-17,2017-11-14,,2021-05-02
DOC-01210,EMP-0565,Offer Letter,Complete,2024-05-08,2024-05-10,,2025-01-26
DOC-01211,EMP-0565,I-9,Complete,2024-05-11,2024-05-10,,2026-01-02
DOC-01212,EMP-0565,Offboarding Form,Complete,2025-10-29,2025-10-29,,2026-08-29
DOC-01213,EMP-0566,Offer Letter,Complete,2017-03-31,2017-04-03,,2021-08-07
DOC-01214,EMP-0566,I-9,Complete,2017-04-03,2017-04-03,,2022-08-19
DOC-01215,EMP-0567,Offer Letter,Complete,2025-12-26,2025-12-29,,2026-08-23
DOC-01216,EMP-0567,I-9,Complete,2025-12-29,2025-12-29,,2026-05-08
DOC-01217,EMP-0568,Offer Letter,Complete,2026-03-05,2026-03-07,,2026-03-10
DOC-01218,EMP-0568,I-9,Complete,2026-03-10,2026-03-07,,2026-06-23
DOC-01219,EMP-0569,Offer Letter,Complete,2019-05-03,2019-05-12,,2019-11-26
DOC-01220,EMP-0569,I-9,Complete,2019-05-14,2019-05-12,,2024-04-01
DOC-01221,EMP-0570,Offer Letter,Complete,2025-02-21,2025-03-03,,2026-03-18
DOC-01222,EMP-0570,I-9,Complete,2025-03-05,2025-03-03,,2025-09-04
DOC-01223,EMP-0571,Offer Letter,Complete,2022-06-23,2022-06-30,,2024-04-02
