employee_id,onboarding_status,onboarding_completion_date,offboarding_status,offboarding_completion_date,payroll_status,direct_deposit_status,tax_form_status,operations_last_updated
EMP-0934,Complete,2019-04-04,Not Applicable,,Active,Complete,Complete,2026-07-11
EMP-0935,Complete,2017-02-11,Not Applicable,,Active,Complete,Complete,2026-03-30
EMP-0936,Complete,2022-05-05,Not Applicable,,Active,Complete,Complete,2026-06-27
EMP-0937,Complete,2019-02-05,Not Applicable,,Active,Complete,Complete,2026-07-22
EMP-0938,Complete,2019-03-28,Not Applicable,,Active,Complete,Complete,2026-06-23
EMP-0939,Complete,2026-05-08,Not Applicable,,Active,Complete,Complete,2026-06-22
EMP-0940,Complete,2022-03-26,Not Applicable,,Active,Complete,Complete,2026-02-21
EMP-0941,Complete,2019-10-16,Not Applicable,,Active,Complete,Complete,2026-07-24
EMP-0942,Complete,2020-04-27,Not Applicable,,Active,Complete,Complete,2026-02-24
EMP-0943,Complete,2020-08-25,Not Applicable,,Active,Complete,Complete,2026-07-22
EMP-0944,Complete,2023-01-15,Complete,2024-03-17,Inactive,Complete,Complete,2026-06-24
EMP-0945,Complete,2022-06-12,Not Applicable,,Active,Complete,Complete,2026-05-13
EMP-0946,Complete,2020-05-14,Not Applicable,,Active,Complete,Complete,2026-03-06
EMP-0947,Complete,2023-10-24,Not Applicable,,Active,Complete,Complete,2026-03-24
EMP-0948,Complete,2022-02-13,Not Applicable,,Active,Complete,Complete,2026-08-15
EMP-0949,Complete,2018-09-02,Not Applicable,,Active,Complete,Complete,2026-08-14
EMP-0950,Complete,2020-01-25,Complete,2023-06-07,Inactive,Complete,Complete,2026-07-16
EMP-0951,Complete,2025-06-05,Not Applicable,,Active,Pending,Complete,2026-03-23
EMP-0952,Complete,2024-09-24,Not Applicable,,Active,Complete,Complete,2026-06-03
EMP-0953,Complete,2026-02-06,Not Applicable,,Active,Complete,Complete,2026-03-24
EMP-0954,Complete,2016-10-18,Not Applicable,,Active,Complete,Complete,2026-03-27
EMP-0955,Complete,2018-12-26,Complete,2021-02-18,Inactive,Complete,Complete,2026-05-22
EMP-0956,Complete,2025-02-18,Not Applicable,,Active,Complete,Complete,2026-03-16
EMP-0957,Complete,2025-09-29,Not Applicable,,Active,Complete,Complete,2026-02-12
EMP-0958,Complete,2017-11-18,Complete,2022-05-08,Inactive,Complete,Complete,2026-03-23
EMP-0959,Complete,2016-10-01,Not Applicable,,Active,Complete,Complete,2026-06-05
EMP-0960,Complete,2021-06-15,Not Applicable,,Active,Complete,Complete,2026-07-17
EMP-0961,Complete,2017-01-10,Not Applicable,,Active,Complete,Complete,2026-05-23
EMP-0962,Complete,2024-01-24,Not Applicable,,Active,Complete,Complete,2026-05-21
EMP-0963,Complete,2021-12-22,Not Applicable,,Active,Pending,Complete,2026-06-15
EMP-0964,Complete,2025-01-29,Not Applicable,,Active,Complete,Complete,2026-08-17
EMP-0965,Complete,2018-04-22,Not Applicable,,Active,Complete,Complete,2026-05-22
EMP-0966,Complete,2023-05-09,Not Applicable,,Active,Complete,Complete,2026-04-08
EMP-0967,Complete,2018-06-22,Not Applicable,,Active,Complete,Pending,2026-01-29
EMP-0968,Complete,2016-07-27,Not Applicable,,Active,Complete,Complete,2026-01-17
EMP-0969,Complete,2023-02-26,Not Applicable,,Active,Complete,Complete,2026-06-20
EMP-0970,Complete,2026-01-07,Complete,2026-05-25,Inactive,Complete,Complete,2026-07-21
EMP-0971,Complete,2026-01-18,Not Applicable,,Active,Complete,Complete,2026-07-02
EMP-0972,Complete,2025-11-12,Not Applicable,,Active,Complete,Complete,2026-07-19
EMP-0973,Complete,2017-12-22,Not Applicable,,Active,Complete,Complete,2026-03-05
EMP-0974,Complete,2023-02-01,Not Applicable,,Active,Complete,Complete,2026-08-09
EMP-0975,Complete,2020-08-28,Not Applicable,,Active,Complete,Complete,2026-05-17
EMP-0976,Complete,2020-05-13,Not Applicable,,Active,Complete,Pending,2026-01-05
EMP-0977,Complete,2022-05-20,Complete,2025-06-01,Inactive,Complete,Complete,2026-01-03
EMP-0978,Complete,2025-05-02,Not Applicable,,Active,Complete,Complete,2026-01-18
EMP-0979,Complete,2019-11-02,Complete,2021-04-20,Inactive,Complete,Complete,2026-05-27
EMP-0980,Complete,2016-05-19,Not Applicable,,Active,Complete,Complete,2026-08-15
EMP-0981,Complete,2017-05-28,Complete,2017-10-16,Inactive,Complete,Complete,2026-01-05
EMP-0982,Complete,2016-04-07,Complete,2020-05-16,Inactive,Complete,Complete,2026-03-19
EMP-0983,Complete,2025-07-06,Not Applicable,,Active,Complete,Complete,2026-02-09
EMP-0984,Complete,2021-01-15,Not Applicable,,Active,Complete,Complete,2026-02-07
EMP-0985,Complete,2022-06-17,Not Applicable,,Active,Complete,Complete,2026-01-09
EMP-0986,Complete,2019-04-04,Not Applicable,,Active,Complete,Complete,2026-06-06
EMP-0987,Complete,2016-09-25,Complete,2023-09-26,Inactive,Complete,Complete,2026-01-24
EMP-0988,Complete,2017-10-26,Not Applicable,,Active,Complete,Complete,2026-02-20
EMP-0989,Complete,2016-07-16,Not Applicable,,Active,Complete,Complete,2026-07-15
EMP-0990,Complete,2022-05-06,Not Applicable,,Active,Complete,Complete,2026-04-23
EMP-0991,Complete,2024-04-29,Not Applicable,,Active,Complete,Complete,2026-07-05
EMP-0992,Complete,2020-01-16,Complete,2022-10-16,Inactive,Complete,Complete,2026-06-02
EMP-0993,Complete,2025-08-19,Not Applicable,,Active,Complete,Complete,2026-03-02
EMP-0994,Complete,2021-09-05,Not Applicable,,Active,Complete,Complete,2026-08-15
EMP-0995,Complete,2020-02-01,Complete,2026-08-02,Inactive,Complete,Complete,2026-02-09
EMP-0996,Complete,2016-10-12,Not Applicable,,Active,Complete,Complete,2026-04-07
EMP-0997,Complete,2017-10-13,Not Applicable,,Active,Complete,Complete,2026-01-29
EMP-0998,Complete,2019-02-06,Not Applicable,,Active,Complete,Complete,2026-07-15
EMP-0999,Complete,2019-06-02,Not Applicable,,Active,Complete,Complete,2026-02-22
EMP-1000,Complete,2019-12-10,Not Applicable,,Active,Complete,Complete,2026-05-26
EMP-0130,Complete,2024-11-03,Not Applicable,,Active,Complete,Complete,2026-08-25
EMP-0569,Complete,2019-05-12,Not Applicable,,Active,Complete,Complete,2026-01-01
EMP-9998,Pending,,Not Applicable,,Active,Pending,Pending,2026-08-20
